Channel,Region,Category,Value
2,3,Delicassen,2017
2,3,Delicassen,964
2,3,Delicassen,1295
1,3,Delicassen,1145
2,3,Delicassen,1423
1,3,Delicassen,27
2,3,Delicassen,834
1,3,Delicassen,3095
1,3,Delicassen,144
1,3,Delicassen,1365
1,3,Delicassen,14472
1,3,Delicassen,181
2,3,Delicassen,648
2,3,Delicassen,1780
1,3,Delicassen,975
1,3,Delicassen,894
2,3,Delicassen,1009
1,3,Delicassen,167
1,3,Delicassen,1653
1,3,Delicassen,529
2,3,Delicassen,156
2,3,Delicassen,2342
1,3,Delicassen,772
2,3,Delicassen,120
2,3,Delicassen,2944
2,3,Delicassen,903
1,3,Delicassen,14351
1,3,Delicassen,46
1,3,Delicassen,3178
1,3,Delicassen,360
1,3,Delicassen,1117
2,3,Delicassen,5130
1,3,Delicassen,2698
2,3,Delicassen,244
1,3,Delicassen,709
2,3,Delicassen,217
1,3,Delicassen,63
1,3,Delicassen,132
1,3,Delicassen,323
2,3,Delicassen,3029
2,3,Delicassen,1838
2,3,Delicassen,1386
1,3,Delicassen,2498
1,3,Delicassen,548
1,3,Delicassen,1378
2,3,Delicassen,1831
2,3,Delicassen,1438
2,3,Delicassen,1236
2,3,Delicassen,3
1,3,Delicassen,1647
2,3,Delicassen,1519
1,3,Delicassen,2708
1,3,Delicassen,1561
1,3,Delicassen,1266
1,3,Delicassen,610
1,3,Delicassen,222
1,3,Delicassen,1160
1,3,Delicassen,933
1,3,Delicassen,635
1,3,Delicassen,1136
1,3,Delicassen,255
1,3,Delicassen,860
2,3,Delicassen,143
1,3,Delicassen,1621
1,3,Delicassen,918
1,3,Delicassen,483
2,3,Delicassen,2749
1,3,Delicassen,3
1,3,Delicassen,1819
1,3,Delicassen,911
1,3,Delicassen,310
1,3,Delicassen,328
1,3,Delicassen,396
1,3,Delicassen,537
1,3,Delicassen,326
1,3,Delicassen,1542
1,3,Delicassen,36
1,3,Delicassen,3271
1,3,Delicassen,929
1,3,Delicassen,2616
1,3,Delicassen,1450
1,3,Delicassen,3
1,3,Delicassen,318
1,3,Delicassen,201
2,3,Delicassen,4430
1,3,Delicassen,520
1,3,Delicassen,526
1,3,Delicassen,434
1,3,Delicassen,1440
1,3,Delicassen,1067
1,3,Delicassen,1774
1,3,Delicassen,184
1,3,Delicassen,1627
1,3,Delicassen,8
2,3,Delicassen,2153
2,3,Delicassen,3182
1,3,Delicassen,418
2,3,Delicassen,1682
2,3,Delicassen,303
2,3,Delicassen,2157
1,3,Delicassen,2233
1,3,Delicassen,610
2,3,Delicassen,446
2,3,Delicassen,238
2,3,Delicassen,2379
2,3,Delicassen,3637
1,3,Delicassen,693
1,3,Delicassen,429
1,3,Delicassen,750
2,3,Delicassen,323
2,3,Delicassen,6250
1,3,Delicassen,707
2,3,Delicassen,716
1,3,Delicassen,1442
2,3,Delicassen,1697
1,3,Delicassen,230
1,3,Delicassen,2631
1,3,Delicassen,395
1,3,Delicassen,2165
1,3,Delicassen,2794
1,3,Delicassen,8550
1,3,Delicassen,156
1,3,Delicassen,47943
1,3,Delicassen,11
1,3,Delicassen,247
1,3,Delicassen,727
1,3,Delicassen,3
2,3,Delicassen,404
2,3,Delicassen,1856
1,3,Delicassen,64
1,3,Delicassen,84
1,3,Delicassen,409
2,3,Delicassen,666
1,3,Delicassen,1142
1,3,Delicassen,1755
1,1,Delicassen,2876
2,1,Delicassen,1468
1,1,Delicassen,697
1,1,Delicassen,347
2,1,Delicassen,731
2,1,Delicassen,1681
1,1,Delicassen,6854
1,1,Delicassen,18
1,1,Delicassen,1328
2,1,Delicassen,710
1,1,Delicassen,285
2,1,Delicassen,120
1,1,Delicassen,806
2,1,Delicassen,797
1,1,Delicassen,2100
2,1,Delicassen,2870
1,1,Delicassen,1775
1,1,Delicassen,1215
2,1,Delicassen,791
1,1,Delicassen,2388
2,1,Delicassen,674
1,1,Delicassen,1158
2,1,Delicassen,6372
1,1,Delicassen,130
1,1,Delicassen,749
1,1,Delicassen,239
1,1,Delicassen,375
2,1,Delicassen,1360
1,1,Delicassen,659
1,1,Delicassen,786
2,1,Delicassen,1553
1,1,Delicassen,689
1,1,Delicassen,203
1,1,Delicassen,980
2,1,Delicassen,2137
1,1,Delicassen,490
1,1,Delicassen,834
1,1,Delicassen,7
1,1,Delicassen,2563
1,1,Delicassen,295
1,1,Delicassen,225
1,1,Delicassen,1215
1,1,Delicassen,216
1,1,Delicassen,2253
1,1,Delicassen,2564
1,1,Delicassen,1047
1,1,Delicassen,578
1,1,Delicassen,2398
1,1,Delicassen,1970
2,1,Delicassen,2784
1,1,Delicassen,610
1,1,Delicassen,659
1,1,Delicassen,572
1,1,Delicassen,291
1,1,Delicassen,710
2,1,Delicassen,5121
1,1,Delicassen,1693
1,1,Delicassen,1391
1,1,Delicassen,3265
1,1,Delicassen,615
1,1,Delicassen,373
1,1,Delicassen,987
1,1,Delicassen,3321
1,1,Delicassen,818
1,1,Delicassen,548
1,1,Delicassen,287
1,1,Delicassen,655
1,1,Delicassen,411
2,1,Delicassen,1265
1,1,Delicassen,3636
2,1,Delicassen,2563
1,1,Delicassen,3628
2,1,Delicassen,698
1,1,Delicassen,204
1,1,Delicassen,56
1,1,Delicassen,1550
1,1,Delicassen,1040
1,3,Delicassen,1824
1,3,Delicassen,1153
1,3,Delicassen,379
1,3,Delicassen,2503
1,3,Delicassen,139
1,3,Delicassen,1409
2,3,Delicassen,1721
1,3,Delicassen,1104
2,3,Delicassen,2079
1,3,Delicassen,1404
1,3,Delicassen,1384
1,3,Delicassen,2406
1,3,Delicassen,18
1,3,Delicassen,128
1,3,Delicassen,1027
1,3,Delicassen,258
1,3,Delicassen,22
1,3,Delicassen,1522
1,3,Delicassen,686
1,3,Delicassen,1060
2,2,Delicassen,741
1,2,Delicassen,1854
2,2,Delicassen,254
1,2,Delicassen,898
2,2,Delicassen,531
2,2,Delicassen,1037
1,2,Delicassen,259
2,2,Delicassen,2005
2,2,Delicassen,172
2,2,Delicassen,555
2,2,Delicassen,59
2,2,Delicassen,2410
2,2,Delicassen,211
2,2,Delicassen,1543
1,2,Delicassen,925
1,2,Delicassen,656
2,2,Delicassen,806
1,2,Delicassen,1117
1,2,Delicassen,117
2,2,Delicassen,142
1,2,Delicassen,297
1,2,Delicassen,1233
2,2,Delicassen,3508
1,2,Delicassen,1059
1,2,Delicassen,1637
1,2,Delicassen,51
2,2,Delicassen,1625
1,2,Delicassen,834
1,2,Delicassen,1113
1,2,Delicassen,229
1,2,Delicassen,573
1,2,Delicassen,1092
1,2,Delicassen,5609
1,2,Delicassen,834
1,2,Delicassen,522
1,2,Delicassen,1534
1,2,Delicassen,739
1,2,Delicassen,1043
2,2,Delicassen,1102
1,2,Delicassen,2602
2,2,Delicassen,1215
2,2,Delicassen,3486
2,2,Delicassen,2139
1,2,Delicassen,778
1,2,Delicassen,868
1,2,Delicassen,550
1,2,Delicassen,1942
2,3,Delicassen,1371
2,3,Delicassen,2158
1,3,Delicassen,1328
2,3,Delicassen,37
1,3,Delicassen,379
1,3,Delicassen,303
2,3,Delicassen,1115
2,3,Delicassen,1022
1,3,Delicassen,665
2,3,Delicassen,445
1,3,Delicassen,995
2,3,Delicassen,3137
1,3,Delicassen,195
2,3,Delicassen,1111
1,3,Delicassen,2341
1,3,Delicassen,127
1,3,Delicassen,548
2,3,Delicassen,110
1,3,Delicassen,4100
1,3,Delicassen,776
1,3,Delicassen,503
1,3,Delicassen,405
1,3,Delicassen,712
1,3,Delicassen,314
1,3,Delicassen,468
2,3,Delicassen,3105
1,3,Delicassen,447
1,3,Delicassen,342
1,3,Delicassen,558
1,3,Delicassen,296
2,3,Delicassen,2235
1,3,Delicassen,790
1,3,Delicassen,4829
2,3,Delicassen,3113
1,3,Delicassen,686
1,3,Delicassen,70
2,3,Delicassen,1426
1,3,Delicassen,1242
1,3,Delicassen,1114
2,3,Delicassen,179
1,3,Delicassen,270
1,3,Delicassen,532
1,3,Delicassen,2893
1,3,Delicassen,361
1,3,Delicassen,5120
1,3,Delicassen,1068
1,3,Delicassen,967
1,3,Delicassen,961
1,3,Delicassen,406
1,3,Delicassen,684
1,3,Delicassen,1000
1,3,Delicassen,1827
1,3,Delicassen,654
1,3,Delicassen,819
1,3,Delicassen,452
1,3,Delicassen,290
2,3,Delicassen,2213
1,3,Delicassen,743
1,3,Delicassen,247
1,3,Delicassen,375
1,3,Delicassen,1014
1,3,Delicassen,1902
1,3,Delicassen,340
1,3,Delicassen,288
1,3,Delicassen,715
1,3,Delicassen,378
1,3,Delicassen,960
2,3,Delicassen,553
2,3,Delicassen,344
1,3,Delicassen,5137
1,3,Delicassen,1892
1,3,Delicassen,4365
1,3,Delicassen,62
1,3,Delicassen,2435
1,3,Delicassen,290
2,3,Delicassen,1874
2,3,Delicassen,993
1,3,Delicassen,1063
2,3,Delicassen,776
1,3,Delicassen,1521
1,3,Delicassen,1393
2,3,Delicassen,1784
1,3,Delicassen,1218
2,3,Delicassen,668
2,3,Delicassen,249
1,3,Delicassen,1886
1,3,Delicassen,1894
1,3,Delicassen,1163
1,3,Delicassen,317
1,3,Delicassen,2501
1,3,Delicassen,2080
1,3,Delicassen,1498
1,3,Delicassen,395
1,3,Delicassen,1449
1,3,Delicassen,838
1,3,Delicassen,2204
1,3,Delicassen,2346
2,3,Delicassen,1867
1,3,Delicassen,2125
1,3,Delicassen,52
